pmid	filename	label	offset1	offset2	span
25005318	pmid-25005318.ann	Disease	874	880	ataxia
25005318	pmid-25005318.ann	Disease	882	891	disartria
25005318	pmid-25005318.ann	Disease	893	901	disfagia
25005318	pmid-25005318.ann	Disease	903	912	depresion
25005318	pmid-25005318.ann	Disease	914	933	deterioro cognitivo
25005318	pmid-25005318.ann	Disease	936	953	trastorno bipolar
25005318	pmid-25005318.ann	Disease	984	996	microcefalia
25005318	pmid-25005318.ann	Disease	998	1009	micrognatia
25005318	pmid-25005318.ann	Disease	1011	1023	pies equinos
25005318	pmid-25005318.ann	Disease	1026	1032	ataxia
25005318	pmid-25005318.ann	Gene	1392	1396	TERT
25005318	pmid-25005318.ann	Disease	1470	1474	SCDC
25030070	pmid-25030070.ann	Gene	47	52	PMP22
25030070	pmid-25030070.ann	Disease	169	188	Charcot-Marie-Tooth
25030070	pmid-25030070.ann	Disease	190	193	CMT
25030070	pmid-25030070.ann	Disease	202	212	neuropatia
25030070	pmid-25030070.ann	Disease	263	268	CMT1A
25030070	pmid-25030070.ann	Disease	313	318	CMT1A
25030070	pmid-25030070.ann	Gene	410	415	PMP22
25030070	pmid-25030070.ann	Disease	440	445	CMT1A
25030070	pmid-25030070.ann	Gene	625	630	PMP22
25030070	pmid-25030070.ann	Disease	730	733	CMT
25030070	pmid-25030070.ann	Disease	838	841	CMT
25030070	pmid-25030070.ann	Gene	904	909	PMP22
25030070	pmid-25030070.ann	Gene	1089	1094	PMP22
25030070	pmid-25030070.ann	Gene	1264	1269	PMP22
25030070	pmid-25030070.ann	Disease	1594	1599	CMT1A
25030070	pmid-25030070.ann	Disease	1773	1776	CMT
25030070	pmid-25030070.ann	Gene	1818	1823	PMP22
25252662	pmid-25252662.ann	Disease	59	107	trastorno por déficit de atención/hiperactividad
25252662	pmid-25252662.ann	Disease	280	284	TDAH
25252662	pmid-25252662.ann	Disease	755	759	TDAH
25252662	pmid-25252662.ann	Disease	1147	1151	TDAH
25252662	pmid-25252662.ann	Gene	1234	1238	BDNF
25252662	pmid-25252662.ann	Disease	1335	1339	TDAH
25252662	pmid-25252662.ann	Gene	1392	1396	BDNF
25252662	pmid-25252662.ann	Gene	1458	1462	BDNF
25252662	pmid-25252662.ann	Disease	1488	1492	TDAH
25252662	pmid-25252662.ann	Disease	1764	1768	TDAH
25418145	pmid-25418145.ann	Disease	222	242	glucogenosis tipo II
25418145	pmid-25418145.ann	Gene	382	385	GAA
25418145	pmid-25418145.ann	Disease	712	743	hipertrofia biventricular grave
25418145	pmid-25418145.ann	Disease	797	810	retraso motor
25418145	pmid-25418145.ann	Disease	813	837	hipotonia con arreflexia
25418145	pmid-25418145.ann	Disease	1073	1116	miopatia vacuolar con deposito de glucogeno
25418145	pmid-25418145.ann	Gene	1147	1150	GAA
25418145	pmid-25418145.ann	Gene	1200	1203	GAA
25418145	pmid-25418145.ann	Disease	1429	1456	miocardiopatia hipertrofica
25418145	pmid-25418145.ann	Disease	1854	1881	miocardiopatia hipertrofica
25617558	pmid-25617558.ann	Gene	58	64	CAPN10
25617558	pmid-25617558.ann	Disease	86	110	diabetes mellitus tipo 2
25617558	pmid-25617558.ann	Disease	182	199	diabetes mellitus
25617558	pmid-25617558.ann	Disease	201	211	DM) tipo 2
25617558	pmid-25617558.ann	Gene	395	401	CAPN10
25617558	pmid-25617558.ann	Gene	403	415	Locus 2q37.3
25617558	pmid-25617558.ann	Disease	600	609	DM tipo 2
25617558	pmid-25617558.ann	Disease	773	782	DM tipo 2
25617558	pmid-25617558.ann	Gene	1099	1105	CAPN10
25617558	pmid-25617558.ann	Gene	1782	1788	CAPN10
25617558	pmid-25617558.ann	Disease	1809	1818	DM tipo 2
25710691	pmid-25710691.ann	Gene	35	40	NRXN1
25710691	pmid-25710691.ann	DNAAllele	195	206	exones alfa
25710691	pmid-25710691.ann	Gene	215	220	NRXN1
25710691	pmid-25710691.ann	Gene	311	316	NRXN1
25710691	pmid-25710691.ann	Disease	376	390	retraso mental
25710691	pmid-25710691.ann	Disease	406	434	trastornos de comportamiento
25710691	pmid-25710691.ann	DNAAllele	547	558	exones alfa
25710691	pmid-25710691.ann	Gene	567	572	NRXN1
25710691	pmid-25710691.ann	Disease	671	683	macrocefalia
25710691	pmid-25710691.ann	Disease	685	694	epilepsia
25710691	pmid-25710691.ann	Disease	697	711	retraso mental
25912702	pmid-25912702.ann	Disease	47	65	sindrome de Noonan
25912702	pmid-25912702.ann	Disease	132	150	sindrome de Noonan
25912702	pmid-25912702.ann	Disease	152	154	SN
25912702	pmid-25912702.ann	Disease	201	208	LEOPARD
25912702	pmid-25912702.ann	Disease	210	228	cardiofaciocutaneo
25912702	pmid-25912702.ann	Disease	230	238	Costello
25912702	pmid-25912702.ann	Disease	241	247	Legius
25912702	pmid-25912702.ann	Disease	528	531	MAC
25912702	pmid-25912702.ann	Disease	573	575	SN
25912702	pmid-25912702.ann	Disease	612	615	MAC
25912702	pmid-25912702.ann	Disease	664	666	SN
25912702	pmid-25912702.ann	Disease	694	696	SN
25912702	pmid-25912702.ann	Disease	699	702	MAC
25912702	pmid-25912702.ann	Disease	801	828	estenosis valvular pulmonar
25912702	pmid-25912702.ann	Disease	854	857	MAC
25912702	pmid-25912702.ann	Gene	955	959	PTPN
25912702	pmid-25912702.ann	Disease	1042	1045	MAC
25912702	pmid-25912702.ann	Gene	1159	1165	PTPN11
25912702	pmid-25912702.ann	Disease	1290	1297	LEOPARD
25912702	pmid-25912702.ann	Disease	1379	1382	MAC
25912702	pmid-25912702.ann	Disease	1426	1428	SN
25952600	pmid-25952600.ann	Gene	50	54	SOX5
25952600	pmid-25952600.ann	Disease	78	108	alteracion del neurodesarrollo
25952600	pmid-25952600.ann	Gene	142	146	SOX5
25952600	pmid-25952600.ann	Disease	300	324	discapacidad intelectual
25952600	pmid-25952600.ann	Disease	326	347	alteracion conductual
25952600	pmid-25952600.ann	Disease	350	432	malformaciones menores de este nuevo sindrome con alteracion en el neurodesarrollo
25952600	pmid-25952600.ann	Gene	476	480	SOX5
25952600	pmid-25952600.ann	Gene	564	568	SOX5
26774256	pmid-26774256.ann	Disease	262	265	ITU
26774256	pmid-26774256.ann	Gene	1117	1120	bla
26774256	pmid-26774256.ann	Disease	1672	1675	ITU
26774256	pmid-26774256.ann	Gene	2058	2061	bla
26860721	pmid-26860721.ann	Disease	41	70	síndrome de Aicardi-Goutières
26860721	pmid-26860721.ann	Gene	104	112	RNASEH2B
26860721	pmid-26860721.ann	Disease	176	205	sindrome de Aicardi-Goutieres
26860721	pmid-26860721.ann	Gene	307	312	TREX1
26860721	pmid-26860721.ann	Gene	343	349	SAMHD1
26860721	pmid-26860721.ann	Gene	351	355	ADAR
26860721	pmid-26860721.ann	Gene	358	363	IFIH1
26860721	pmid-26860721.ann	Gene	365	369	MAD5
26860721	pmid-26860721.ann	Gene	511	519	RNASEH2B
26860721	pmid-26860721.ann	Gene	1150	1158	RNASEH2B
26860721	pmid-26860721.ann	Disease	1458	1497	distonia/espasticidad en grado variable
26916325	pmid-26916325.ann	Gene	89	94	L1CAM
26916325	pmid-26916325.ann	Disease	136	141	CRASH
26916325	pmid-26916325.ann	Disease	205	208	PEH
26916325	pmid-26916325.ann	Gene	597	599	L1
26916325	pmid-26916325.ann	Gene	601	606	L1CAM
26916325	pmid-26916325.ann	Gene	612	616	SPG1
26916325	pmid-26916325.ann	Disease	647	652	CRASH
26916325	pmid-26916325.ann	Disease	654	680	corpus callosum hypoplasia
26916325	pmid-26916325.ann	Disease	682	693	retardation
26916325	pmid-26916325.ann	Disease	695	710	adducted thumbs
26916325	pmid-26916325.ann	Disease	712	722	spasticity
26916325	pmid-26916325.ann	Disease	727	740	hydrocephalus
26916325	pmid-26916325.ann	Disease	833	857	discapacidad intelectual
26916325	pmid-26916325.ann	Disease	859	880	paraparesia espastica
26916325	pmid-26916325.ann	Disease	882	895	piramidalismo
26916325	pmid-26916325.ann	Disease	897	916	dismorfias faciales
26916325	pmid-26916325.ann	Disease	919	939	pulgares en aduccion
26916325	pmid-26916325.ann	Gene	1161	1166	L1CAM
26916325	pmid-26916325.ann	Disease	1271	1276	CRASH
26916325	pmid-26916325.ann	Gene	1320	1325	L1CAM
26916325	pmid-26916325.ann	Disease	1469	1490	paraparesia espastica
26916325	pmid-26916325.ann	Disease	1492	1516	discapacidad intelectual
26916325	pmid-26916325.ann	Disease	1519	1535	pulgares aductos
27149188	pmid-27149188.ann	Gene	49	59	BRAF V600E
27149188	pmid-27149188.ann	Disease	134	148	gangliogliomas
27149188	pmid-27149188.ann	Disease	271	289	crisis epilepticas
27149188	pmid-27149188.ann	Disease	657	680	gangliogliomas atipicos
27149188	pmid-27149188.ann	Disease	806	820	gangliogliomas
27149188	pmid-27149188.ann	Gene	839	849	BRAF V600E
27149188	pmid-27149188.ann	Disease	1405	1419	gangliogliomas
27399022	pmid-27399022.ann	Disease	11	37	Síndrome de Langer-Giedion
27399022	pmid-27399022.ann	Disease	132	158	síndrome de Langer-Giedion
27399022	pmid-27399022.ann	Disease	182	218	síndrome tricorrinofalángico tipo II
27399022	pmid-27399022.ann	Disease	367	388	deleción heterocigota
27399022	pmid-27399022.ann	Gene	481	486	TRPS1
27399022	pmid-27399022.ann	Gene	488	493	RAD21
27399022	pmid-27399022.ann	Gene	496	500	EXT1
27399022	pmid-27399022.ann	Disease	535	582	osteocondromatosis múltiple en las extremidades
27399022	pmid-27399022.ann	Disease	584	597	hipertricosis
27399022	pmid-27399022.ann	Disease	600	615	fenotipo facial
27658362	pmid-27658362.ann	Disease	11	40	Sindrome de Aicardi-Goutieres
27658362	pmid-27658362.ann	Gene	64	69	IFIH1
27658362	pmid-27658362.ann	Disease	146	175	sindrome de Aicardi-Goutieres
27658362	pmid-27658362.ann	Disease	297	315	retraso psicomotor
27658362	pmid-27658362.ann	Disease	317	329	microcefalia
27658362	pmid-27658362.ann	Disease	331	375	alteraciones en la sustancia blanca cerebral
27658362	pmid-27658362.ann	Disease	377	407	calcificaciones intracraneales
27658362	pmid-27658362.ann	Disease	409	420	pleocitosis
27658362	pmid-27658362.ann	Gene	1103	1108	IFIH1
27658362	pmid-27658362.ann	Gene	1317	1322	IFIH1
27658362	pmid-27658362.ann	Disease	1511	1540	sindrome de Aicardi-Goutieres
27658362	pmid-27658362.ann	Gene	1657	1662	IFIH1
27658362	pmid-27658362.ann	Disease	1769	1793	encefalomalacia quistica
27699752	pmid-27699752.ann	Gene	11	15	RIT1
27699752	pmid-27699752.ann	Disease	41	59	sindrome de Noonan
27699752	pmid-27699752.ann	Disease	89	107	sindrome de Noonan
27699752	pmid-27699752.ann	Gene	427	431	RIT1
27699752	pmid-27699752.ann	Disease	449	467	sindrome de Noonan
27699752	pmid-27699752.ann	Disease	525	543	sindrome de Noonan
27699752	pmid-27699752.ann	Disease	592	619	miocardiopatia hipertrofica
27699752	pmid-27699752.ann	Disease	674	687	heterocigosis
27699752	pmid-27699752.ann	Gene	692	696	RIT1
27699752	pmid-27699752.ann	Gene	782	786	RIT1
27699752	pmid-27699752.ann	Gene	826	829	RAS
27699752	pmid-27699752.ann	Disease	937	955	sindrome de Noonan
27699752	pmid-27699752.ann	Disease	1058	1076	sindrome de Noonan
27699752	pmid-27699752.ann	Disease	1222	1249	miocardiopatia hipertrofica
27779301	pmid-27779301.ann	Disease	144	177	glioblastoma multiforme congenito
27779301	pmid-27779301.ann	Disease	338	371	glioblastoma multiforme congenito
27779301	pmid-27779301.ann	Gene	395	399	TP53
27779301	pmid-27779301.ann	Gene	430	433	p53
27779301	pmid-27779301.ann	Disease	718	741	glioblastoma multiforme
27779301	pmid-27779301.ann	Gene	858	862	TP53
27779301	pmid-27779301.ann	Disease	970	993	glioblastoma multiforme
27795219	pmid-27795219.ann	Disease	11	29	Síndrome hiper-IgE
27795219	pmid-27795219.ann	Disease	157	175	síndrome hiper-IgE
27795219	pmid-27795219.ann	Disease	405	416	eosinofilia
27795219	pmid-27795219.ann	Disease	418	446	abscesos recurrentes en piel
27795219	pmid-27795219.ann	Disease	448	457	neumonías
27795219	pmid-27795219.ann	Disease	459	490	lesiones en parénquima pulmonar
27795219	pmid-27795219.ann	Disease	492	515	infecciones recurrentes
27795219	pmid-27795219.ann	Disease	517	547	erupciones en el recién nacido
27795219	pmid-27795219.ann	Disease	549	555	eccema
27795219	pmid-27795219.ann	Disease	557	566	sinusitis
27795219	pmid-27795219.ann	Disease	568	574	otitis
27795219	pmid-27795219.ann	Disease	577	601	candidiasis mucocutáneas
27795219	pmid-27795219.ann	Disease	606	624	síndrome hiper-IgE
27795219	pmid-27795219.ann	Disease	720	738	síndrome hiper-IgE
27795219	pmid-27795219.ann	Disease	807	828	facies característica
27795219	pmid-27795219.ann	Disease	830	850	dentición patológica
27795219	pmid-27795219.ann	Disease	852	862	escoliosis
27795219	pmid-27795219.ann	Disease	885	914	hiperextensibilidad articular
27795219	pmid-27795219.ann	Gene	1050	1056	STAT-3
27795219	pmid-27795219.ann	Disease	1212	1230	síndrome hiper-IgE
27819792	pmid-27819792.ann	Disease	130	140	HbD Punjab
27819792	pmid-27819792.ann	Disease	421	424	HbS
27819792	pmid-27819792.ann	Disease	551	561	HbD Punjab
27819792	pmid-27819792.ann	Disease	701	711	HbD Punjab
27819792	pmid-27819792.ann	Disease	730	737	HFE H63
27819792	pmid-27819792.ann	Disease	760	779	síndrome de Gilbert
27819792	pmid-27819792.ann	Disease	816	824	HFE H63D
27819792	pmid-27819792.ann	Disease	904	914	HbD Punjab
27819792	pmid-27819792.ann	Disease	916	919	HbS
27819792	pmid-27819792.ann	Disease	921	935	beta-talasemia
27819792	pmid-27819792.ann	Disease	937	940	HFE
27819792	pmid-27819792.ann	Disease	943	962	síndrome de Gilbert
27819792	pmid-27819792.ann	Disease	1280	1283	HbS
27855054	pmid-27855054.ann	Disease	88	116	leucemia linfoblástica aguda
27855054	pmid-27855054.ann	Disease	158	167	leucemias
27855054	pmid-27855054.ann	Disease	341	350	leucemias
27855054	pmid-27855054.ann	Gene	578	586	TEL-AML1
27855054	pmid-27855054.ann	Gene	613	621	E2A-PBX1
27855054	pmid-27855054.ann	Disease	655	683	leucemia aguda linfoblástica
27855054	pmid-27855054.ann	Disease	797	825	leucemia aguda linfoblástica
27855054	pmid-27855054.ann	Gene	890	898	TEL-AML1
27855054	pmid-27855054.ann	Gene	925	933	E2A-PBX1
27855054	pmid-27855054.ann	Gene	1124	1132	TEL-AML1
27855054	pmid-27855054.ann	Gene	1367	1375	TEL-AML1
27855054	pmid-27855054.ann	Gene	1471	1479	E2A-PBX1
28097853	pmid-28097853.ann	Disease	58	93	displasia ectodérmica hipohidrótica
28097853	pmid-28097853.ann	Disease	130	165	displasia ectodérmica hipohidrótica
28097853	pmid-28097853.ann	Disease	167	170	DEH
28097853	pmid-28097853.ann	Gene	326	329	EDA
28097853	pmid-28097853.ann	Gene	331	335	EDAR
28097853	pmid-28097853.ann	Gene	338	345	EDARADD
28097853	pmid-28097853.ann	Gene	461	464	EDA
28097853	pmid-28097853.ann	Disease	475	478	DEH
28097853	pmid-28097853.ann	Gene	489	490	X
28097853	pmid-28097853.ann	Gene	565	569	EDAR
28097853	pmid-28097853.ann	Gene	572	579	EDARADD
28097853	pmid-28097853.ann	Disease	590	593	DEH
28097853	pmid-28097853.ann	Disease	693	703	hipodoncia
28097853	pmid-28097853.ann	Disease	705	717	hipotricosis
28097853	pmid-28097853.ann	Disease	720	732	hipohidrosis
28097853	pmid-28097853.ann	Disease	767	778	hipertermia
28097853	pmid-28097853.ann	Disease	831	834	DEH
28097853	pmid-28097853.ann	Gene	968	972	EDAR
28497441	pmid-28497441.ann	Disease	11	29	Ictus criptogenico
28497441	pmid-28497441.ann	Disease	55	66	cardiopatia
28497441	pmid-28497441.ann	Disease	69	80	fallo renal
28497441	pmid-28497441.ann	Disease	124	129	Fabry
28497441	pmid-28497441.ann	Disease	180	191	cromosoma X
28497441	pmid-28497441.ann	Disease	542	574	infarto agudo talamico izquierdo
28497441	pmid-28497441.ann	Disease	963	996	fibrilacion auricular paroxistica
28497441	pmid-28497441.ann	Disease	1161	1166	Fabry
28497441	pmid-28497441.ann	Gene	1292	1295	GLA
28497441	pmid-28497441.ann	Disease	1321	1340	insuficiencia renal
28497441	pmid-28497441.ann	Disease	1343	1364	fibrilacion auricular
28497441	pmid-28497441.ann	Disease	1492	1497	Fabry
28497441	pmid-28497441.ann	Disease	1538	1549	cardiopatia
28497441	pmid-28497441.ann	Disease	1551	1580	ictus o neuropatia periferica
28497441	pmid-28497441.ann	Disease	1582	1599	lesiones cutaneas
28497441	pmid-28497441.ann	Disease	1601	1612	fallo renal
28504500	pmid-28504500.ann	Disease	23	44	anemia megaloblástica
28504500	pmid-28504500.ann	Gene	116	123	SLC19A2
28504500	pmid-28504500.ann	Disease	180	201	anemia megaloblástica
28504500	pmid-28504500.ann	Disease	225	229	TRMA
28504500	pmid-28504500.ann	Disease	280	298	síndrome de Rogers
28504500	pmid-28504500.ann	Disease	329	350	anemia megaloblástica
28504500	pmid-28504500.ann	Disease	352	377	hipoacusia neurosensorial
28504500	pmid-28504500.ann	Disease	380	397	diabetes mellitus
28504500	pmid-28504500.ann	Gene	536	543	SLC19A2
28504500	pmid-28504500.ann	Disease	676	710	diabetes con necesidad de insulina
28504500	pmid-28504500.ann	Disease	713	731	anemia macrocítica
28504500	pmid-28504500.ann	Disease	941	945	TRMA
28504500	pmid-28504500.ann	Disease	960	981	anemia megaloblástica
28504500	pmid-28504500.ann	Disease	983	1008	hipoacusia neurosensorial
28504500	pmid-28504500.ann	Disease	1011	1028	diabetes mellitus
28504500	pmid-28504500.ann	Disease	1125	1133	diabetes
28504502	pmid-28504502.ann	Gene	80	85	DUOX2
28504502	pmid-28504502.ann	Disease	121	145	hipotiroidismo congénito
28504502	pmid-28504502.ann	Gene	237	242	DUOX1
28504502	pmid-28504502.ann	Gene	370	375	DUOX2
28504502	pmid-28504502.ann	Disease	388	412	hipotiroidismo congénito
28504502	pmid-28504502.ann	Disease	532	558	glándula tiroides eutópica
28504502	pmid-28504502.ann	Disease	561	582	tiroglobulina elevada
28504502	pmid-28504502.ann	SNP	975	984	c.1271T>G
28504502	pmid-28504502.ann	Gene	1003	1008	DUOX2
28504502	pmid-28504502.ann	Gene	1067	1072	DUOX2
28524214	pmid-28524214.ann	Disease	46	70	atrofia espinal infantil
28524214	pmid-28524214.ann	Disease	124	148	atrofia muscular espinal
28524214	pmid-28524214.ann	Disease	150	153	AME
28524214	pmid-28524214.ann	Gene	186	190	SMN1
28524214	pmid-28524214.ann	Disease	713	716	SMA
28524214	pmid-28524214.ann	Gene	822	826	SMN2
28524214	pmid-28524214.ann	Disease	1002	1005	AME
28524214	pmid-28524214.ann	Gene	1339	1343	SMN1
28591503	pmid-28591503.ann	Disease	34	60	síndromes mielodisplásicos
28591503	pmid-28591503.ann	Disease	113	139	síndromes mielodisplásicos
28591503	pmid-28591503.ann	Disease	141	144	SMD
28591503	pmid-28591503.ann	Disease	141	144	citopenia(s)
28591503	pmid-28591503.ann	Disease	260	299	displasia en una o más líneas celulares
28591503	pmid-28591503.ann	Disease	301	323	hematopoyesis ineficaz
28591503	pmid-28591503.ann	Disease	356	384	leucemia aguda mieloblástica
28591503	pmid-28591503.ann	Gene	986	991	genes
28622282	pmid-28622282.ann	Gene	1446	1481	gen del transportador de serotonina
28737873	pmid-28737873.ann	Disease	87	114	hiperglicinemia no cetósica
28737873	pmid-28737873.ann	Disease	162	189	hiperglicinemia no cetósica
28737873	pmid-28737873.ann	Disease	407	434	hiperglicinemia no cetósica
28737873	pmid-28737873.ann	Disease	499	508	hipotonía
28737873	pmid-28737873.ann	Disease	510	522	convulsiones
28737873	pmid-28737873.ann	Disease	524	543	deterioro cognitivo
28737873	pmid-28737873.ann	Disease	700	724	convulsiones mioclónicas
28737873	pmid-28737873.ann	Disease	805	828	líquido cefalorraquídeo
28737873	pmid-28737873.ann	Disease	978	1005	hiperglicinemia no cetósica
28737873	pmid-28737873.ann	Gene	1146	1150	GLDC
28857533	pmid-28857533.ann	Gene	67	70	RET
28857533	pmid-28857533.ann	Gene	207	210	RET
28857533	pmid-28857533.ann	Gene	300	303	RET
28857533	pmid-28857533.ann	Disease	841	855	microcarcimona
28857533	pmid-28857533.ann	Disease	857	874	carcinoma in situ
28857533	pmid-28857533.ann	Disease	877	906	carcinoma medular de tiroides
28857533	pmid-28857533.ann	Disease	940	951	hiperplasia
28857533	pmid-28857533.ann	Disease	967	975	fibrosis
28857533	pmid-28857533.ann	Disease	1033	1064	alteraciones anatomopatológicas
28857533	pmid-28857533.ann	Disease	1168	1177	carcinoma
28857533	pmid-28857533.ann	Gene	1578	1581	RET
28895704	pmid-28895704.ann	Gene	34	38	TSC2
28895704	pmid-28895704.ann	Disease	92	111	esclerosis tuberosa
28895704	pmid-28895704.ann	Disease	127	158	complejo de esclerosis tuberosa
28895704	pmid-28895704.ann	Disease	165	207	desorden neurocutáneo autosómico dominante
28895704	pmid-28895704.ann	Gene	244	248	TSC1
28895704	pmid-28895704.ann	Gene	251	255	TSC2
28895704	pmid-28895704.ann	Disease	537	556	esclerosis tuberosa
28895704	pmid-28895704.ann	Gene	620	624	TSC2
28895704	pmid-28895704.ann	Gene	942	946	TSC2
28895704	pmid-28895704.ann	Disease	962	993	complejo de esclerosis tuberosa
28991281	pmid-28991281.ann	Disease	11	38	Trombosis venosa esplácnica
28991281	pmid-28991281.ann	Disease	69	91	mielofibrosis primaria
28991281	pmid-28991281.ann	Disease	108	138	neoplasias mieloproliferativas
28991281	pmid-28991281.ann	Disease	520	542	mielofibrosis primaria
28991281	pmid-28991281.ann	Disease	581	608	trombosis venosa esplácnica
28991281	pmid-28991281.ann	Disease	610	613	TVE
29087131	pmid-29087131.ann	Disease	58	81	displasia cleidocraneal
29087131	pmid-29087131.ann	Disease	97	120	displasia cleidocraneal
29087131	pmid-29087131.ann	Disease	245	263	fontanelas amplias
29087131	pmid-29087131.ann	Disease	265	287	hipoplasia mediofacial
29087131	pmid-29087131.ann	Gene	391	396	RUNX2
29087131	pmid-29087131.ann	Disease	482	505	displasia cleidocraneal
29087131	pmid-29087131.ann	Gene	599	604	RUNX2
29087131	pmid-29087131.ann	Disease	635	649	fenotipo grave
29087131	pmid-29087131.ann	Disease	656	678	ausencia de clavículas
29087131	pmid-29087131.ann	Disease	795	805	escoliosis
29190865	pmid-29190865.ann	SNP	15	20	C677T
29190865	pmid-29190865.ann	Disease	64	78	cáncer de mama
29190865	pmid-29190865.ann	Gene	239	244	MTHFR
29190865	pmid-29190865.ann	Disease	283	297	cáncer de mama
29190865	pmid-29190865.ann	Disease	299	301	CM
29190865	pmid-29190865.ann	Disease	307	313	cáncer
29190865	pmid-29190865.ann	Gene	644	649	MTHFR
29190865	pmid-29190865.ann	Disease	686	688	CM
29190865	pmid-29190865.ann	Disease	1211	1213	CM
29190865	pmid-29190865.ann	SNP	1451	1456	C667T
29190865	pmid-29190865.ann	Disease	1472	1474	CM
29190865	pmid-29190865.ann	Disease	1527	1529	CM
29333810	pmid-29333810.ann	Disease	575	608	infecciones bacterianas o virales
29333810	pmid-29333810.ann	Disease	682	688	fiebre
29333810	pmid-29333810.ann	Disease	734	757	infecciones bacterianas
29333810	pmid-29333810.ann	Disease	766	785	infecciones virales
29333810	pmid-29333810.ann	Disease	823	846	infecciones bacterianas
29333810	pmid-29333810.ann	Disease	995	1014	infecciones virales
29333810	pmid-29333810.ann	Disease	1190	1213	infecciones bacterianas
29333810	pmid-29333810.ann	Disease	1323	1346	infecciones bacterianas
29333829	pmid-29333829.ann	Disease	11	28	Galactosialidosis
29333829	pmid-29333829.ann	Gene	63	67	CTSA
29333829	pmid-29333829.ann	Disease	133	150	galactosialidosis
29333829	pmid-29333829.ann	Gene	238	242	CTSA
29333829	pmid-29333829.ann	Disease	547	564	galactosialidosis
29333833	pmid-29333833.ann	Disease	38	61	síndrome renal-coloboma
29333833	pmid-29333833.ann	Disease	112	135	síndrome renal-coloboma
29333833	pmid-29333833.ann	Disease	193	212	hipodisplasia renal
29333833	pmid-29333833.ann	Disease	215	223	coloboma
29333833	pmid-29333833.ann	Disease	278	302	enfermedad renal crónica
29333833	pmid-29333833.ann	Disease	304	335	colobomas papilares bilaterales
29333833	pmid-29333833.ann	Gene	367	372	PAX-2
29333833	pmid-29333833.ann	Disease	402	428	hipoplasia renal bilateral
29333833	pmid-29333833.ann	Disease	504	528	enfermedad renal crónica
29333833	pmid-29333833.ann	Disease	571	612	reflujo vesicoureteral grado ii bilateral
29333833	pmid-29333833.ann	Disease	718	739	colobomas bilaterales
29333833	pmid-29333833.ann	Disease	744	769	atrofia macular izquierda
29333833	pmid-29333833.ann	Disease	774	787	función renal
29333833	pmid-29333833.ann	Disease	938	961	síndrome renal-coloboma
29333833	pmid-29333833.ann	Disease	1075	1094	hipodisplasia renal
29645070	pmid-29645070.ann	Disease	283	313	enfermedades de neurona motora
29645070	pmid-29645070.ann	Disease	315	344	union neuromuscular o musculo
29645070	pmid-29645070.ann	Gene	376	380	MTTK
29645070	pmid-29645070.ann	Gene	385	401	ADN mitocondrial
29645070	pmid-29645070.ann	Disease	476	497	debilidad de cinturas
29645070	pmid-29645070.ann	Disease	676	708	debilidad progresiva de cinturas
29645070	pmid-29645070.ann	Disease	878	899	miopatia mitocondrial
29645070	pmid-29645070.ann	Gene	961	965	MTTK
29681642	pmid-29681642.ann	Gene	28	32	SDHD
29681642	pmid-29681642.ann	Disease	59	85	tumor del cuerpo carotídeo
29681642	pmid-29681642.ann	Gene	137	141	SDHD
